,id,last_scraped,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,latitude,longitude
11887,8549372.0,2019-03-07,Fort Greene,Fort Greene,Brooklyn,Brooklyn,NY,11238,40.68611,-73.97019
11939,8598599.0,2019-03-07,Manhattan,Harlem,Manhattan,New York,NY,10039,40.82352,-73.93869000000002
11952,8614388.0,2019-03-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.7185,-73.95916
11971,8627731.0,2019-03-06,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.76196,-73.99085
11973,8628309.0,2019-03-07,Manhattan,Financial District,Manhattan,New York,NY,10038,40.70838,-74.0088
12056,8686849.0,2019-03-07,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11221,40.6954,-73.92921
12115,8739642.0,2019-03-07,Manhattan,Chelsea,Manhattan,New York,NY,10010,40.74456,-73.99266999999998
12123,8749247.0,2019-03-06,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.71834000000001,-73.98997
12178,8800628.0,2019-03-06,Lower East Side,Lower East Side,Manhattan,New York,NY,10002,40.71802,-73.99106
12202,8816637.0,2019-03-07,Manhattan,Midtown,Manhattan,New York,NY,10019,40.76501,-73.98028000000002
12260,8864229.0,2019-03-06,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11221,40.68872,-73.9405
12319,8907901.0,2019-03-06,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10036,40.7583,-73.99383
12380,8957301.0,2019-03-07,Manhattan,East Harlem,Manhattan,New York,NY,10029,40.785,-73.94471999999998
12443,9010371.0,2019-03-06,Greenpoint,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.72932,-73.95447
12464,9025379.0,2019-03-06,Midtown,Theater District,Manhattan,New York,NY,10036,40.75987,-73.98725999999998
12547,9078066.0,2019-03-07,Queens,Ditmars Steinway,Queens,Queens,NY,11102,40.77265,-73.91713
12575,9095482.0,2019-03-07,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.71304,-73.98651
12583,9106711.0,2019-03-07,Manhattan,Gramercy,Manhattan,New York,NY,10003,40.73268,-73.98397
12645,9137365.0,2019-03-07,Crown Heights,Brownsville,Brooklyn,Brooklyn,NY,11213,40.66833,-73.92358
12742,9219049.0,2019-03-07,Queens,Flushing,Queens,Queens,NY,11365,40.72949000000001,-73.80617
12815,9274039.0,2019-03-07,Brooklyn,Flatlands,Brooklyn,Brooklyn,NY,11234,40.63079000000001,-73.92347
12824,9277635.0,2019-03-07,Windsor Terrace,Windsor Terrace,Brooklyn,Brooklyn,NY,11218,40.65009000000001,-73.97951
12896,9332324.0,2019-03-07,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68649,-73.95236
12899,9333460.0,2019-03-07,Queens,Jackson Heights,Queens,Queens,NY,11372,40.75252,-73.87905
12937,9352095.0,2019-03-06,Manhattan,West Village,Manhattan,New York,NY,10014,40.72992,-74.00235
12994,9386678.0,2019-03-06,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.76039,-73.99145
13008,9392315.0,2019-03-06,Manhattan,SoHo,Manhattan,New York,NY,10012,40.72444,-74.0033
13127,9452127.0,2019-03-07,Hell's Kitchen,Hell's Kitchen,Manhattan,New York,NY,10018,40.75603,-73.99499
13207,9488168.0,2019-03-07,Clinton Hill,Clinton Hill,Brooklyn,Brooklyn,NY,11205,40.6935,-73.96500999999998
13213,9490035.0,2019-03-07,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11206,40.6936,-73.93975
13265,9513357.0,2019-03-07,Brooklyn,Crown Heights,Brooklyn,Brooklyn,NY,11213,40.66543,-73.93299
13289,9525096.0,2019-03-07,Manhattan,SoHo,Manhattan,New York,NY,10012,40.72602,-74.00359
13299,9529089.0,2019-03-06,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11238,40.68038,-73.95461999999998
13318,9540147.0,2019-03-06,Manhattan,Upper West Side,Manhattan,New York,NY,10024,40.78549,-73.97246
13328,9543177.0,2019-03-07,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.70863,-73.95113
13437,9597422.0,2019-03-07,Flatiron District,Chelsea,Manhattan,New York ,NY,10010,40.74382,-73.99225
13470,9614760.0,2019-03-07,Maspeth,Maspeth,Queens,Queens,NY,11378,40.72457,-73.89917
13685,9739230.0,2019-03-07,Brooklyn,Vinegar Hill,Brooklyn,Brooklyn,NY,11201,40.70266,-73.9835
13772,9773236.0,2019-03-07,Upper East Side,Upper East Side,Manhattan,New York,NY,10021,40.77513,-73.96472
13796,9779577.0,2019-03-07,Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11226,40.64609,-73.94801
13857,9806903.0,2019-03-06,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71402,-73.95909
13984,9858687.0,2019-03-07,Jamaica,St. Albans,Queens,Queens,NY,11412,40.69193,-73.76127
14084,9898022.0,2019-03-07,Rego Park,Rego Park,Queens,Queens,NY,11374,40.72894,-73.86865999999998
14332,10014975.0,2019-03-07,Soho,SoHo,Manhattan,New York,NY,10013,40.72279,-74.0035
14361,10020717.0,2019-03-06,Manhattan,Midtown,Manhattan,New York,NY,10016,40.74508,-73.98384
14543,10102011.0,2019-03-07,Manhattan,Financial District,Manhattan,New York,NY,10038,40.7098,-74.01006
14581,10120596.0,2019-03-07,Manhattan,Nolita,Manhattan,New York,NY,10012,40.72353,-73.99399
14599,10133691.0,2019-03-07,Manhattan,Nolita,Manhattan,New York,NY,10012,40.72131,-73.9943
14609,10136996.0,2019-03-07,Manhattan,Nolita,Manhattan,New York,NY,10012,40.72348,-73.99406
14612,10137679.0,2019-03-07,Manhattan,Nolita,Manhattan,New York,NY,10012,40.72284000000001,-73.99339
14616,10138533.0,2019-03-07,Manhattan,Nolita,Manhattan,New York,NY,10012,40.72333,-73.99459
14654,10164970.0,2019-03-07,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11206,40.71127,-73.94736999999998
14756,10261703.0,2019-03-06,West Village,West Village,Manhattan,New York,NY,10014,40.73659,-74.00262
14803,10321100.0,2019-03-07,Concourse,Concourse,Bronx,Bronx,NY,10452,40.83288,-73.92075
14982,10516819.0,2019-03-07,Manhattan,Nolita,Manhattan,New York,NY,10012,40.72344,-73.99349000000002
15027,10549054.0,2019-03-07,Jamaica,Jamaica,Queens,Queens,NY,11434,40.68321,-73.78357
15050,10572807.0,2019-03-06,East Village,East Village,Manhattan,New York,NY,10009,40.72721,-73.98185
15204,10790087.0,2019-03-07,Harlem,East Harlem,Manhattan,New York,NY,10035,40.80086,-73.94544
15212,10806401.0,2019-03-07,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71327,-73.94091999999998
15241,10834823.0,2019-03-07,East Harlem,East Harlem,Manhattan,New York,NY,10037,40.81515,-73.93491999999998
15264,10860176.0,2019-03-07,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70165,-73.92406
15324,10969246.0,2019-03-06,Astoria,Astoria,Queens,Queens,NY,11106,40.76335,-73.925
15358,11014002.0,2019-03-06,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11237,40.70176,-73.92344
15450,11143985.0,2019-03-07,Park Slope,Park Slope,Brooklyn,Brooklyn,NY,11217,40.67943,-73.97789
15550,11280583.0,2019-03-07,Upper East Side,Upper East Side,Manhattan,New York,NY,10128,40.77907,-73.94953000000002
15566,11299824.0,2019-03-07,Chelsea,Chelsea,Manhattan,New York,NY,10001,40.74928,-73.99712
15580,11318587.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10003,40.73197,-73.98859
15679,11434934.0,2019-03-07,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11207,40.68604000000001,-73.91289
15785,11533302.0,2019-03-06,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.71329,-73.96347
15852,11588250.0,2019-03-07,Manhattan,East Village,Manhattan,New York,NY,10003,40.72919,-73.98393
15933,11656239.0,2019-03-07,Greenpoint,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.72804,-73.95645999999998
15941,11658782.0,2019-03-06,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.72202,-73.98886
16076,11794595.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10009,40.73029,-73.98049
16109,11828207.0,2019-03-07,Manhattan,East Harlem,Manhattan,New York,NY,10029,40.7886,-73.94211
16111,11829459.0,2019-03-07,Harlem,Harlem,Manhattan,New York,NY,10030,40.82198,-73.94386
16174,11904714.0,2019-03-06,Upper East Side,Upper East Side,Manhattan,New York,NY,10028,40.77326,-73.95418000000002
16177,11906170.0,2019-03-07,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11233,40.68432,-73.92043000000002
16336,12052345.0,2019-03-07,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.6859,-73.94431999999998
16344,12055994.0,2019-03-06,Queens,Astoria,Queens,Queens,NY,11102,40.76729,-73.92716
16362,12074139.0,2019-03-07,Manhattan,Harlem,Manhattan,New York,NY,10026,40.79917,-73.95226
16531,12221362.0,2019-03-07,Clinton Hill,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11238,40.68478,-73.95765
16566,12244218.0,2019-03-07,Manhattan,Chinatown,Manhattan,New York,NY,10002,40.71334,-73.99534
16595,12274999.0,2019-03-07,Manhattan,Greenwich Village,Manhattan,New York,NY,10011,40.73605,-73.99734000000002
16621,12298456.0,2019-03-07,Manhattan,West Village,Manhattan,New York,NY,10014,40.73312,-74.00539
16663,12339838.0,2019-03-07,Queens,Briarwood,Queens,Queens,NY,11435,40.71066,-73.81334
16665,12341450.0,2019-03-07,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.71436,-73.98799
16804,12469563.0,2019-03-07,Manhattan,Chelsea,Manhattan,New York,NY,10001,40.74981,-73.99693
16830,12497140.0,2019-03-07,Manhattan,SoHo,Manhattan,New York,NY,10012,40.72609,-74.00305
16848,12521681.0,2019-03-06,Financial District,Financial District,Manhattan,New York,NY,10005,40.70356,-74.00797
16875,12547493.0,2019-03-07,Brooklyn,Borough Park,Brooklyn,New York,NY,11219,40.63375,-74.0073
16934,12607802.0,2019-03-07,Queens,Ditmars Steinway,Queens,Queens,NY,11105,40.7742,-73.91095
16984,12666787.0,2019-03-07,Jackson Heights,Jackson Heights,Queens,Queens,NY,11372,40.74839,-73.88727
17000,12677629.0,2019-03-06,Red Hook,Red Hook,Brooklyn,Brooklyn,NY,11231,40.67952,-74.00961
17007,12683378.0,2019-03-07,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn ,NY,11233,40.67767,-73.91376
17062,12736586.0,2019-03-07,Manhattan,East Village,Manhattan,New York,NY,10003,40.72832,-73.98375
17093,12760402.0,2019-03-07,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71401,-73.95173
17154,12812620.0,2019-03-07,Manhattan,Upper West Side,Manhattan,New York,NY,10024,40.78217,-73.98254
17169,12826361.0,2019-03-07,Soho,SoHo,Manhattan,New York,NY,10013,40.72214,-74.00346
17230,12863090.0,2019-03-07,Forest Hills,Forest Hills,Queens,Queens,NY,11375,40.73394,-73.85316999999998
17396,12983221.0,2019-03-06,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10013,40.76141,-73.99101
17410,12988639.0,2019-03-07,Manhattan,Flatiron District,Manhattan,New York,NY,10010,40.74172,-73.98481
17444,13013734.0,2019-03-06,Greenpoint,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.72098,-73.94843
17512,13047287.0,2019-03-06,Upper East Side,Upper East Side,Manhattan,New York,NY,10028,40.77468,-73.95495
17528,13061315.0,2019-03-07,Manhattan,Upper East Side,Manhattan,New York,NY,10128,40.78405,-73.94768
17638,13113064.0,2019-03-07,The Rockaways,Arverne,Queens,Queens,NY,11692,40.59058,-73.79248
17707,13139229.0,2019-03-06,Sheepshead Bay,Sheepshead Bay,Brooklyn,Brooklyn ,NY,11229,40.61051,-73.95759
17719,13150028.0,2019-03-07,Manhattan,Tribeca,Manhattan,New York,NY,10013,40.71856,-74.01019000000002
17840,13209405.0,2019-03-07,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11207,40.68541,-73.91291
17925,13250614.0,2019-03-07,Harlem,Harlem,Manhattan,New York,NY,10031,40.82329,-73.95003
17932,13256029.0,2019-03-07,Chelsea,Chelsea,Manhattan,New York,NY,,40.74446,-73.99908
17972,13279026.0,2019-03-07,Manhattan,Upper East Side,Manhattan,New York,NY,10075,40.76892,-73.95048
18003,13298279.0,2019-03-07,Greenpoint,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.73392,-73.95949
18029,13312120.0,2019-03-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11206,40.70947,-73.94998000000002
18034,13313846.0,2019-03-07,East New York,East New York,Brooklyn,Brooklyn,NY,11208,40.6663,-73.88071
18119,13374505.0,2019-03-06,Manhattan,Lower East Side,Manhattan,New York,NY,10002,40.72122,-73.99176
18255,13432623.0,2019-03-07,Upper West Side,Upper West Side,Manhattan,New York,NY,10025,40.79859,-73.96337
18272,13437815.0,2019-03-07,Upper West Side,Upper West Side,Manhattan,New York,NY,10025,40.79911,-73.96346
18298,13449653.0,2019-03-06,Manhattan,Midtown,Manhattan,New York,NY,10017,40.75296,-73.96675
18308,13452035.0,2019-03-06,Upper West Side,Upper West Side,Manhattan,New York,NY,10025,40.79986,-73.96382
18351,13479450.0,2019-03-06,Williamsburg,Williamsburg,Brooklyn,New York,NY,11211,40.71758,-73.95525
18354,13479810.0,2019-03-07,Harlem,East Harlem,Manhattan,New York,NY,10029,40.79509,-73.94669
18396,13496080.0,2019-03-07,Manhattan,Greenwich Village,Manhattan,New York,NY,10012,40.72875,-73.99781999999998
18428,13513223.0,2019-03-07,Upper West Side,Morningside Heights,Manhattan,New York,NY,10025,40.80277,-73.96325999999998
18466,13530190.0,2019-03-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.70901,-73.95541999999998
18510,13548101.0,2019-03-07,Brooklyn,East Flatbush,Brooklyn,Brooklyn,NY,11203,40.64256,-73.92855
18536,13561752.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10003,40.73064,-73.98608
18622,13606677.0,2019-03-07,Queens,Woodside,Queens,Queens,NY,11377,40.74645,-73.90245999999998
18637,13619314.0,2019-03-07,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.708,-73.95792
18640,13619786.0,2019-03-06,Brooklyn,Williamsburg,Brooklyn,Brooklyn ,NY,11211,40.70931,-73.95936
18765,13674229.0,2019-03-07,Brooklyn,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.70936,-73.9581
18774,13680539.0,2019-03-06,Brooklyn,Williamsburg,Brooklyn,NYC ,NY,11211,40.70774,-73.95951
18775,13681237.0,2019-03-07,Williamsburg,Williamsburg,Brooklyn,Brooklyn ,NY,11211,40.70746,-73.95905
18778,13684217.0,2019-03-07,Brooklyn,Park Slope,Brooklyn,Brooklyn,NY,11217,40.675,-73.97208
18808,13695852.0,2019-03-07,Morningside Heights,Morningside Heights,Manhattan,New York,NY,10025,40.8031,-73.96158
19000,13788900.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10003,40.73083,-73.98844
19001,13789192.0,2019-03-07,Manhattan,East Village,Manhattan,New York,NY,10003,40.73237,-73.98892
19002,13789278.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10003,40.7303,-73.98823
19032,13811664.0,2019-03-07,Roosevelt Island,Roosevelt Island,Manhattan,New York,NY,10044,40.75996,-73.95064
19099,13857827.0,2019-03-06,Manhattan,East Village,Manhattan,New York,NY,10003,40.72444,-73.99006
19139,13880053.0,2019-03-07,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68505,-73.95645
19185,13895892.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10003,40.73068,-73.98844
19273,13943239.0,2019-03-07,Downtown Brooklyn,Downtown Brooklyn,Brooklyn,Brooklyn,NY,10038,40.69572,-73.9829
19375,14005984.0,2019-03-06,Canarsie,Canarsie,Brooklyn,Brooklyn,NY,11236,40.64104,-73.89267
19408,14027626.0,2019-03-07,Manhattan,West Village,Manhattan,New York,NY,10014,40.73066,-74.00287
19488,14088100.0,2019-03-06,Manhattan,Upper East Side,Manhattan,New York,NY,10075,40.77082,-73.95563
19521,14106099.0,2019-03-06,East Village,East Village,Manhattan,New York,NY,10009,40.72552,-73.98294
19560,14127687.0,2019-03-06,Brooklyn,East Flatbush,Brooklyn,Brooklyn,NY,11226,40.65364,-73.95241
19635,14176680.0,2019-03-07,Manhattan,Chelsea,Manhattan,New York,NY,10001,40.75011,-73.9976
19647,14182668.0,2019-03-07,Alphabet City,East Village,Manhattan,New York,NY,10009,40.72633,-73.98302
19705,14229842.0,2019-03-07,Harlem,Harlem,Manhattan,New York,NY,10026,40.80128,-73.95209
19812,14323220.0,2019-03-07,Brooklyn,Kensington,Brooklyn,Brooklyn,NY,11218,40.64392,-73.97593
19815,14330038.0,2019-03-06,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11221,40.69627,-73.92718
19871,14371263.0,2019-03-07,Midtown,Midtown,Manhattan,New York,NY,10022,40.75766,-73.97424000000002
19980,14473014.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10009,40.72175,-73.98111
19993,14486192.0,2019-03-06,Manhattan,Upper East Side,Manhattan,New York,NY,10128,40.78256,-73.94726
20022,14518552.0,2019-03-07,Washington Heights,Washington Heights,Manhattan,New York,NY,10032,40.83784,-73.94228000000003
20060,14549056.0,2019-03-06,Astoria,Astoria,Queens,Queens,NY,11101,40.75589,-73.91905
20115,14605243.0,2019-03-07,Queens,Sunnyside,Queens,Queens,NY,11377,40.73722,-73.91733
20117,14606343.0,2019-03-07,Manhattan,Financial District,Manhattan,New York,NY,10006,40.70823,-74.01401
20127,14615176.0,2019-03-07,Brooklyn,Sunset Park,Brooklyn,Brooklyn,NY,11232,40.66248,-73.9941
20174,14669230.0,2019-03-06,Midtown East,Midtown,Manhattan,New York,NY,10022,40.75694,-73.97231
20199,14696313.0,2019-03-07,Astoria,Astoria,Queens,Queens,NY,11103,40.76577,-73.91376
20254,14749302.0,2019-03-06,Manhattan,Kips Bay,Manhattan,New York,NY,10016,40.74438,-73.98039
20301,14787826.0,2019-03-07,Sheepshead Bay,Sheepshead Bay,Brooklyn,Brooklyn ,NY,11235,40.58789,-73.94921
20316,14806064.0,2019-03-06,Harlem,East Harlem,Manhattan,New York,NY,,40.78867,-73.94945
20332,14820644.0,2019-03-07,Queens,Astoria,Queens,Queens,NY,11102,40.766,-73.92681999999998
20347,14826478.0,2019-03-07,Brooklyn,Prospect-Lefferts Gardens,Brooklyn,Brooklyn,NY,11225,40.66241,-73.94626
20355,14833971.0,2019-03-06,Hamilton Heights,Harlem,Manhattan,New York,NY,10031,40.82084,-73.95315
20369,14840260.0,2019-03-07,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.76277,-73.99329
20406,14868703.0,2019-03-07,Queens,Astoria,Queens,Astoria,NY,11102,40.76659,-73.92121999999998
20487,14952341.0,2019-03-07,Brooklyn,Boerum Hill,Brooklyn,Brooklyn,NY,11201,40.68666,-73.98706999999997
20515,14979837.0,2019-03-06,Greenpoint,Greenpoint,Brooklyn,Brooklyn,NY,11222,40.73156,-73.95634
20527,14987334.0,2019-03-07,Ridgewood,Ridgewood,Queens,Ridgewood,NY,11385,40.70445,-73.9063
20542,15000377.0,2019-03-07,Manhattan,Chinatown,Manhattan,New York,NY,10013,40.71609,-73.99902
20616,15057011.0,2019-03-07,Manhattan,Civic Center,Manhattan,New York,NY,10038,40.71261,-73.99829
20707,15127414.0,2019-03-07,Brooklyn,Gowanus,Brooklyn,Brooklyn,NY,11215,40.67257,-73.98761
20710,15129443.0,2019-03-07,Queens,Sunnyside,Queens,Long Island City ,NY,11101,40.73832,-73.92886
20723,15135244.0,2019-03-07,Queens,Jackson Heights,Queens,Queens,NY,11372,40.749,-73.88495999999998
20737,15148295.0,2019-03-07,Chelsea,Chelsea,Manhattan,New York,NY,10001,40.74601,-73.99928
20777,15186968.0,2019-03-07,Bushwick,Bushwick,Brooklyn,Brooklyn,NY,11206,40.69721,-73.93512
20778,15187281.0,2019-03-07,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11206,40.69875,-73.93482
20780,15187714.0,2019-03-07,Brooklyn,Bushwick,Brooklyn,Brooklyn,NY,11206,40.69843,-73.93635
20797,15200224.0,2019-03-07,East Flatbush,East Flatbush,Brooklyn,Brooklyn,NY,11213,40.66267,-73.92994
20804,15207202.0,2019-03-07,West Village,West Village,Manhattan,New York,NY,10014,40.73523,-74.00255
20823,15224785.0,2019-03-07,Brooklyn,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11206,40.69300000000001,-73.94913000000003
20841,15237350.0,2019-03-07,Manhattan,Harlem,Manhattan,New York,NY,10030,40.81887,-73.93871999999998
20846,15239628.0,2019-03-07,Manhattan,Harlem,Manhattan,New York,NY,10027,40.81036,-73.94504
20865,15257726.0,2019-03-07,Manhattan,Upper East Side,Manhattan,New York,NY,10128,40.78035,-73.94789
20900,15295895.0,2019-03-07,Manhattan,Nolita,Manhattan,New York,NY,10012,40.72111,-73.99625
20935,15311930.0,2019-03-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.71213,-73.96421
20944,15327600.0,2019-03-06,Manhattan,Hell's Kitchen,Manhattan,New York,NY,10019,40.76591,-73.98664000000002
20957,15337044.0,2019-03-07,Flushing,Flushing,Queens,Queens,NY,11354,40.76511,-73.81984
20986,15359284.0,2019-03-07,West Village,West Village,Manhattan,New York,NY,10014,40.73378,-73.99954
21027,15398919.0,2019-03-06,Manhattan,Hell's Kitchen,Manhattan,New York,NY,,40.7631,-73.98598
21031,15406116.0,2019-03-07,Manhattan,West Village,Manhattan,New York,NY,10014,40.73081,-74.00518000000002
21060,15434787.0,2019-03-07,Greenwood Heights,Sunset Park,Brooklyn,Brooklyn,NY,11232,40.66308,-73.99669
21073,15442746.0,2019-03-07,Manhattan,West Village,Manhattan,New York,NY,10014,40.72909,-74.00814
21177,15510283.0,2019-03-07,Inwood,Inwood,Manhattan,New York,NY,10034,40.86824,-73.92548000000002
21277,15611196.0,2019-03-06,Midtown,Hell's Kitchen,Manhattan,New York,NY,10019,40.76588,-73.98482
21306,15641528.0,2019-03-07,Queens,Ditmars Steinway,Queens,Queens,NY,11105,40.77481,-73.91261
21362,15701856.0,2019-03-07,Manhattan,Harlem,Manhattan,New York,NY,10039,40.82384,-73.93999000000002
21383,15718146.0,2019-03-07,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11249,40.72114000000001,-73.96002
21385,15718829.0,2019-03-07,East Village,East Village,Manhattan,New York,NY,10009,40.72798,-73.9773
21629,15915444.0,2019-03-07,Manhattan,Upper West Side,Manhattan,New York,NY,10023,40.77149,-73.9856
21735,15984301.0,2019-03-06,Midtown,Hell's Kitchen,Manhattan,New York,NY,10036,40.75685,-73.99393
21821,16029273.0,2019-03-06,Midtown,Midtown,Manhattan,New York,NY,10017,40.75225,-73.97153
21823,16031639.0,2019-03-07,Bedford-Stuyvesant,Bedford-Stuyvesant,Brooklyn,Brooklyn,NY,11216,40.68904000000001,-73.9479
21859,16056607.0,2019-03-07,Crown Heights,Crown Heights,Brooklyn,Brooklyn,NY,11233,40.67103,-73.91843
21882,16078766.0,2019-03-07,Jamaica,St. Albans,Queens,Queens,NY,11434,40.68543,-73.76957
21942,16123619.0,2019-03-06,Manhattan,Hell's Kitchen,Manhattan,New York,NY,,40.75634,-73.99186
21952,16134194.0,2019-03-06,Williamsburg,Williamsburg,Brooklyn,Brooklyn,NY,11211,40.71537,-73.95629
21954,16134654.0,2019-03-07,Manhattan,Washington Heights,Manhattan,New York,NY,10033,40.85297,-73.93001
21991,16148989.0,2019-03-07,Manhattan,Harlem,Manhattan,New York,NY,10031,40.82116,-73.95523
22019,16162832.0,2019-03-06,Kips Bay,Kips Bay,Manhattan,New York,NY,10016,40.74153,-73.9797
22051,16175138.0,2019-03-07,Manhattan,Upper West Side,Manhattan,New York,NY,10025,40.8006,-73.96110999999998
22132,16220406.0,2019-03-07,Alphabet City,East Village,Manhattan,New York,NY,10009,40.73002,-73.97941
